"REF_DATE","GEO","DGUID","Commodity","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","Canada","2021A000011124","Cottage cheese","Total supply","Tonnes","288","thousands","3","v108721","1.27.2","35.46","","","","2"
"2021","Canada","2021A000011124","Cottage cheese","Production","Tonnes","288","thousands","3","v108723","1.27.4","23.18","","","","2"
"2022","Canada","2021A000011124","Cottage cheese","Production","Tonnes","288","thousands","3","v108723","1.27.4","22.07","","","","2"
"2023","Canada","2021A000011124","Cottage cheese","Production","Tonnes","288","thousands","3","v108723","1.27.4","23.47","","","","2"
"2024","Canada","2021A000011124","Cottage cheese","Production","Tonnes","288","thousands","3","v108723","1.27.4","28.14","","","","2"
"2025","Canada","2021A000011124","Cottage cheese","Production","Tonnes","288","thousands","3","v108723","1.27.4","35.46","","","","2"
"2021","Canada","2021A000011124","Cottage cheese","Total disposition","Tonnes","288","thousands","3","v54326459","1.27.11","23.18","","","","2"
"2022","Canada","2021A000011124","Cottage cheese","Total disposition","Tonnes","288","thousands","3","v54326459","1.27.11","22.07","","","","2"
"2023","Canada","2021A000011124","Cottage cheese","Total disposition","Tonnes","288","thousands","3","v54326459","1.27.11","23.47","","","","2"
"2024","Canada","2021A000011124","Cottage cheese","Total disposition","Tonnes","288","thousands","3","v54326459","1.27.11","28.14","","","","2"
"2025","Canada","2021A000011124","Cottage cheese","Total disposition","Tonnes","288","thousands","3","v54326459","1.27.11","35.46","","","","2"
"2021","Canada","2021A000011124","Cottage cheese","Domestic disappearance","Tonnes","288","thousands","3","v108720","1.27.1","23.18","","","","2"
"2022","Canada","2021A000011124","Cottage cheese","Domestic disappearance","Tonnes","288","thousands","3","v108720","1.27.1","22.07","","","","2"
"2023","Canada","2021A000011124","Cottage cheese","Domestic disappearance","Tonnes","288","thousands","3","v108720","1.27.1","23.47","","","","2"
"2024","Canada","2021A000011124","Cottage cheese","Domestic disappearance","Tonnes","288","thousands","3","v108720","1.27.1","28.14","","","","2"
"2025","Canada","2021A000011124","Cottage cheese","Domestic disappearance","Tonnes","288","thousands","3","v108720","1.27.1","35.46","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Total supply","Tonnes","288","thousands","3","v108733","1.28.2","114.80","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Total supply","Tonnes","288","thousands","3","v108733","1.28.2","113.73","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Total supply","Tonnes","288","thousands","3","v108733","1.28.2","111.69","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Total supply","Tonnes","288","thousands","3","v108733","1.28.2","113.74","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Total supply","Tonnes","288","thousands","3","v108733","1.28.2","115.98","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Beginning stocks","Tonnes","288","thousands","3","v108734","1.28.3","26.76","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Beginning stocks","Tonnes","288","thousands","3","v108734","1.28.3","27.44","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Beginning stocks","Tonnes","288","thousands","3","v108734","1.28.3","27.35","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Beginning stocks","Tonnes","288","thousands","3","v108734","1.28.3","26.30","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Beginning stocks","Tonnes","288","thousands","3","v108734","1.28.3","26.28","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Production","Tonnes","288","thousands","3","v108735","1.28.4","85.27","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Production","Tonnes","288","thousands","3","v108735","1.28.4","84.04","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Production","Tonnes","288","thousands","3","v108735","1.28.4","82.10","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Production","Tonnes","288","thousands","3","v108735","1.28.4","85.11","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Production","Tonnes","288","thousands","3","v108735","1.28.4","86.96","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Imports","Tonnes","288","thousands","3","v108736","1.28.5","2.78","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Imports","Tonnes","288","thousands","3","v108736","1.28.5","2.26","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Imports","Tonnes","288","thousands","3","v108736","1.28.5","2.23","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Imports","Tonnes","288","thousands","3","v108736","1.28.5","2.33","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Imports","Tonnes","288","thousands","3","v108736","1.28.5","2.74","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Total disposition","Tonnes","288","thousands","3","v54326460","1.28.11","87.36","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Total disposition","Tonnes","288","thousands","3","v54326460","1.28.11","86.38","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Total disposition","Tonnes","288","thousands","3","v54326460","1.28.11","85.39","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Total disposition","Tonnes","288","thousands","3","v54326460","1.28.11","87.45","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Total disposition","Tonnes","288","thousands","3","v54326460","1.28.11","88.46","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Domestic disappearance","Tonnes","288","thousands","3","v108732","1.28.1","39.25","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Domestic disappearance","Tonnes","288","thousands","3","v108732","1.28.1","30.82","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Domestic disappearance","Tonnes","288","thousands","3","v108732","1.28.1","29.48","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Domestic disappearance","Tonnes","288","thousands","3","v108732","1.28.1","37.13","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Domestic disappearance","Tonnes","288","thousands","3","v108732","1.28.1","43.73","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Exports","Tonnes","288","thousands","3","v108738","1.28.7","18.75","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Exports","Tonnes","288","thousands","3","v108738","1.28.7","26.09","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Exports","Tonnes","288","thousands","3","v108738","1.28.7","26.69","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Exports","Tonnes","288","thousands","3","v108738","1.28.7","20.41","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Exports","Tonnes","288","thousands","3","v108738","1.28.7","14.26","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Manufacturing","Tonnes","288","thousands","3","v108739","1.28.8","29.36","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Manufacturing","Tonnes","288","thousands","3","v108739","1.28.8","29.47","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Manufacturing","Tonnes","288","thousands","3","v108739","1.28.8","29.22","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Manufacturing","Tonnes","288","thousands","3","v108739","1.28.8","29.91","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Manufacturing","Tonnes","288","thousands","3","v108739","1.28.8","30.47","","","","2"
"2021","Canada","2021A000011124","Powder skim milk","Ending stocks","Tonnes","288","thousands","3","v108741","1.28.10","27.44","","","","2"
"2022","Canada","2021A000011124","Powder skim milk","Ending stocks","Tonnes","288","thousands","3","v108741","1.28.10","27.35","","","","2"
"2023","Canada","2021A000011124","Powder skim milk","Ending stocks","Tonnes","288","thousands","3","v108741","1.28.10","26.30","","","","2"
"2024","Canada","2021A000011124","Powder skim milk","Ending stocks","Tonnes","288","thousands","3","v108741","1.28.10","26.28","","","","2"
"2025","Canada","2021A000011124","Powder skim milk","Ending stocks","Tonnes","288","thousands","3","v108741","1.28.10","27.52","","","","2"
"2021","Canada","2021A000011124","Powder buttermilk","Total supply","Tonnes","288","thousands","3","v108745","1.29.2","17.30","","","","2"
"2022","Canada","2021A000011124","Powder buttermilk","Total supply","Tonnes","288","thousands","3","v108745","1.29.2","16.53","","","","2"
"2023","Canada","2021A000011124","Powder buttermilk","Total supply","Tonnes","288","thousands","3","v108745","1.29.2","15.84","","","","2"
"2024","Canada","2021A000011124","Powder buttermilk","Total supply","Tonnes","288","thousands","3","v108745","1.29.2","15.51","","","","2"
"2025","Canada","2021A000011124","Powder buttermilk","Total supply","Tonnes","288","thousands","3","v108745","1.29.2","17.28","","","","2"
"2021","Canada","2021A000011124","Powder buttermilk","Beginning stocks","Tonnes","288","thousands","3","v108746","1.29.3","0.80","","","","2"
"2022","Canada","2021A000011124","Powder buttermilk","Beginning stocks","Tonnes","288","thousands","3","v108746","1.29.3","0.70","","","","2"
"2023","Canada","2021A000011124","Powder buttermilk","Beginning stocks","Tonnes","288","thousands","3","v108746","1.29.3","0.69","","","","2"
"2024","Canada","2021A000011124","Powder buttermilk","Beginning stocks","Tonnes","288","thousands","3","v108746","1.29.3","0.67","","","","2"
"2025","Canada","2021A000011124","Powder buttermilk","Beginning stocks","Tonnes","288","thousands","3","v108746","1.29.3","0.65","","","","2"
"2021","Canada","2021A000011124","Powder buttermilk","Production","Tonnes","288","thousands","3","v108747","1.29.4","16.46","","","","2"
"2022","Canada","2021A000011124","Powder buttermilk","Production","Tonnes","288","thousands","3","v108747","1.29.4","15.72","","","","2"
"2023","Canada","2021A000011124","Powder buttermilk","Production","Tonnes","288","thousands","3","v108747","1.29.4","15.13","","","","2"
"2024","Canada","2021A000011124","Powder buttermilk","Production","Tonnes","288","thousands","3","v108747","1.29.4","14.84","","","","2"
"2025","Canada","2021A000011124","Powder buttermilk","Production","Tonnes","288","thousands","3","v108747","1.29.4","16.62","","","","2"
"2021","Canada","2021A000011124","Powder buttermilk","Imports","Tonnes","288","thousands","3","v108748","1.29.5","0.04","","","","2"
"2022","Canada","2021A000011124","Powder buttermilk","Imports","Tonnes","288","thousands","3","v108748","1.29.5","0.11","","","","2"
"2023","Canada","2021A000011124","Powder buttermilk","Imports","Tonnes","288","thousands","3","v108748","1.29.5","0.02","","","","2"
"2024","Canada","2021A000011124","Powder buttermilk","Imports","Tonnes","288","thousands","3","v108748","1.29.5","0.01","","","","2"
"2025","Canada","2021A000011124","Powder buttermilk","Imports","Tonnes","288","thousands","3","v108748","1.29.5","","0s","","","2"
"2021","Canada","2021A000011124","Powder buttermilk","Total disposition","Tonnes","288","thousands","3","v54326461","1.29.11","16.60","","","","2"
"2022","Canada","2021A000011124","Powder buttermilk","Total disposition","Tonnes","288","thousands","3","v54326461","1.29.11","15.84","","","","2"
"2023","Canada","2021A000011124","Powder buttermilk","Total disposition","Tonnes","288","thousands","3","v54326461","1.29.11","15.18","","","","2"
"2024","Canada","2021A000011124","Powder buttermilk","Total disposition","Tonnes","288","thousands","3","v54326461","1.29.11","14.86","","","","2"
"2025","Canada","2021A000011124","Powder buttermilk","Total disposition","Tonnes","288","thousands","3","v54326461","1.29.11","16.81","","","","2"
"2021","Canada","2021A000011124","Powder buttermilk","Domestic disappearance","Tonnes","288","thousands","3","v108744","1.29.1","15.57","","","","2"
"2022","Canada","2021A000011124","Powder buttermilk","Domestic disappearance","Tonnes","288","thousands","3","v108744","1.29.1","15.09","","","","2"
"2023","Canada","2021A000011124","Powder buttermilk","Domestic disappearance","Tonnes","288","thousands","3","v108744","1.29.1","14.67","","","","2"
"2024","Canada","2021A000011124","Powder buttermilk","Domestic disappearance","Tonnes","288","thousands","3","v108744","1.29.1","14.60","","","","2"
"2025","Canada","2021A000011124","Powder buttermilk","Domestic disappearance","Tonnes","288","thousands","3","v108744","1.29.1","14.20","","","","2"
"2021","Canada","2021A000011124","Powder buttermilk","Ending stocks","Tonnes","288","thousands","3","v108753","1.29.10","0.70","","","","2"
"2022","Canada","2021A000011124","Powder buttermilk","Ending stocks","Tonnes","288","thousands","3","v108753","1.29.10","0.69","","","","2"
"2023","Canada","2021A000011124","Powder buttermilk","Ending stocks","Tonnes","288","thousands","3","v108753","1.29.10","0.67","","","","2"
"2024","Canada","2021A000011124","Powder buttermilk","Ending stocks","Tonnes","288","thousands","3","v108753","1.29.10","0.65","","","","2"
"2025","Canada","2021A000011124","Powder buttermilk","Ending stocks","Tonnes","288","thousands","3","v108753","1.29.10","0.47","","","","2"
"2021","Canada","2021A000011124","Powder whey","Total supply","Tonnes","288","thousands","3","v108757","1.30.2","44.28","","","","2"
"2022","Canada","2021A000011124","Powder whey","Total supply","Tonnes","288","thousands","3","v108757","1.30.2","40.87","","","","2"
"2023","Canada","2021A000011124","Powder whey","Total supply","Tonnes","288","thousands","3","v108757","1.30.2","40.29","","","","2"
"2024","Canada","2021A000011124","Powder whey","Total supply","Tonnes","288","thousands","3","v108757","1.30.2","42.51","","","","2"
